품종,지역,측정 날짜,평균 당도,씨앗,산도,당산비,과일 갯수,평균 너비,장폭비,무게,평균 무게,색상,질감,껍질 두께,평균 씨앗 수,내부색상,내부색상,,과즙 무게,과즙 비율,평균길이,길이,너비,줄리안 날짜,대목,수령,당도1,당도2,산도1,산도2,평균 산도 측정
OWARI,Riverside,2000-10-12,10.1,,1.27,7.89,10,5.59,0.9,783.9,78.39,4,3,33,4.4,MED.-BR. OR.,3,,355.8,45.39,5.05,50.5,55.9,286,N/A,N/A,N/A,N/A,N/A,N/A,N/A
OWARI,Irvine,2000-10-13,8.8,,1.04,8.43,10,5.56,0.86,806.8,80.68,4,3,23,2.7,VERY BR. OR.,2,,459.4,56.94,4.76,47.6,55.6,287,N/A,N/A,N/A,N/A,N/A,N/A,N/A
OWARI,Irvine,2000-10-13,8.8,,1.24,7.08,10,5.53,0.85,773.7,77.37,3,2.5,31,3.2,BR. ORANGE,2,,384.6,49.71,4.71,47.1,55.3,287,N/A,N/A,N/A,N/A,N/A,N/A,N/A
OWARI,Irvine,2000-10-13,9.4,,1.32,7.17,10,5.38,0.83,680.1,68.01,4,2.5,32,1.8,BR. ORANGE,2,,340.7,50.1,4.45,44.5,53.8,287,N/A,N/A,N/A,N/A,N/A,N/A,N/A
OWARI,Irvine,1998-10-15,8.6,,1.26,6.8,10,5.47,0.8,707.3,70.73,4.2,2.2,29,0.2,BR. ORANGE,2,,347.2,49.09,4.38,43.8,54.7,288,N/A,N/A,N/A,N/A,N/A,N/A,N/A
OWARI,Irvine,1998-10-15,8.9,,1.39,6.39,10,5.07,0.77,555.7,55.57,4,2,25,1.6,BR. ORANGE,2,,296.9,53.43,3.92,39.2,50.7,288,N/A,N/A,N/A,N/A,N/A,N/A,N/A
OWARI,Irvine,1998-10-15,8,,1.26,6.41,10,5.74,0.8,815.4,81.54,3.5,2.5,31,2,BR. ORANGE,2,,373.6,45.82,4.59,45.9,57.4,288,N/A,N/A,N/A,N/A,N/A,N/A,N/A
OWARI,Riverside,1998-10-15,9.2,,1.21,7.63,10,4.78,0.8,487.4,48.74,3.6,2.5,27,3.8,BR. ORANGE,2,,209.2,42.92,3.83,38.3,47.8,288,N/A,N/A,N/A,N/A,N/A,N/A,N/A
OWARI,Riverside,1998-10-15,8.9,,1.48,6.02,10,5.32,0.95,748.4,74.84,3.5,4,31,1.3,MED. ORANGE,3,,333.6,44.58,5.06,50.6,53.2,288,N/A,N/A,N/A,N/A,N/A,N/A,N/A
OWARI,Lindcove,1996-10-16,8.8,,0.99,8.91,10,5.95,0.89,987.2,98.72,4,3.5,38,0.7,MED. ORANGE,3,,488.2,49.45,5.32,53.2,59.5,290,N/A,N/A,N/A,N/A,N/A,N/A,N/A
OWARI,Lindcove,1996-10-16,8.7,,0.91,9.67,10,5.94,0.9,993.3,99.33,4.5,3.5,42,0.4,MED. ORANGE,3,,430.3,43.32,5.35,53.5,59.4,290,N/A,N/A,N/A,N/A,N/A,N/A,N/A
OWARI,Lindcove,2006-10-17,12.3,,1.92,6.42,10,5.7,0.86,830.8,83.08,4.5,5.5,38,0.1,BR. ORANGE,2,,355.8,42.83,4.93,49.3,57,290,N/A,N/A,N/A,N/A,N/A,N/A,N/A
OWARI,Lindcove,2006-10-17,12.1,,1.76,6.84,10,5.76,0.84,844.2,84.42,4.5,4.5,42,0.4,BR. ORANGE,2,,361.5,42.82,4.82,48.2,57.6,290,N/A,N/A,N/A,N/A,N/A,N/A,N/A
OWARI,Riverside,1995-10-17,12.4,,0.95,13.12,10,5.77,0.77,741.3,74.13,5,2,26,0.3,LT. ORANGE,2,,341.8,46.11,4.46,44.6,57.7,290,N/A,N/A,N/A,N/A,N/A,N/A,N/A
OWARI,Riverside,1995-10-17,12.3,,1.06,11.58,10,4.72,0.81,464.8,46.48,5,2,23,0.8,LT. ORANGE,2,,220.7,47.48,3.82,38.2,47.2,290,N/A,N/A,N/A,N/A,N/A,N/A,N/A
OWARI,Riverside,1996-10-16,11,,0.96,11.42,10,6.09,0.88,875.8,87.58,4.5,3,36,7.3,BR. ORANGE,2,,317.97,36.31,5.38,53.8,60.9,290,N/A,N/A,N/A,N/A,N/A,N/A,N/A
OWARI,Riverside,1996-10-16,11,,1.05,10.51,10,6.31,0.92,1151.34,115.13,4,3,43,2.1,BR. ORANGE,2,,515.06,44.74,5.81,58.1,63.1,290,N/A,N/A,N/A,N/A,N/A,N/A,N/A
OWARI,Lindcove,2009-10-19,10.1,,1.42,7.13,10,6.08,0.94,1038.5,103.85,5,4,39,0.5,10 MED OR,3,,449.7,43.3,5.7,57,60.8,292,N/A,N/A,N/A,N/A,N/A,N/A,N/A
OWARI,Lindcove,2009-10-19,9.6,,1.33,7.24,10,6.43,0.92,1176.9,117.69,4.9,4,41,0.3,10 MED OR,3,,507.4,43.11,5.92,59.2,64.3,292,N/A,N/A,N/A,N/A,N/A,N/A,N/A
OWARI,Irvine,1997-10-20,8.9,,0.92,9.68,5,6.16,0.87,524.4,104.88,4,2,13,0,BR. ORANGE,2,,257.9,49.18,5.34,26.7,30.8,293,N/A,N/A,N/A,N/A,N/A,N/A,N/A
OWARI,Irvine,1997-10-20,8.5,,0.79,10.77,10,6.76,0.83,1276.9,127.69,4.5,2.5,33,0.2,BR. ORANGE,2,,629.7,49.31,5.62,56.2,67.6,293,N/A,N/A,N/A,N/A,N/A,N/A,N/A
OWARI,Lindcove,1997-10-20,8.3,,1.01,8.2,10,6.81,0.91,1391.9,139.19,4,3,45,1.4,YEL.-BR. OR.,1,,649.6,46.67,6.23,62.3,68.1,293,N/A,N/A,N/A,N/A,N/A,N/A,N/A
OWARI,Lindcove,1997-10-20,7.6,,0.98,7.78,10,6.77,0.91,1406.1,140.61,4,3,48,1,MED. ORANGE,3,,667.2,47.45,6.16,61.6,67.7,293,N/A,N/A,N/A,N/A,N/A,N/A,N/A
OWARI,Lindcove,2005-10-20,12.7,,1.69,7.55,10,5.34,0.83,664.6,66.46,5,4,34,0.3,MED. ORANGE,3,,312.5,47.02,4.41,44.1,53.4,293,N/A,N/A,N/A,N/A,N/A,N/A,N/A
OWARI,Lindcove,2005-10-20,11.9,,1.74,6.85,10,5.37,0.84,693.1,69.31,4.5,2.5,31,1.1,MED. ORANGE,3,,314.8,45.42,4.49,44.9,53.7,293,N/A,N/A,N/A,N/A,N/A,N/A,N/A
OWARI,Riverside,1997-10-20,9.3,,1.28,7.27,10,5.78,0.9,915.5,91.55,3.5,2.5,30,1.3,BR. ORANGE,2,,473.2,51.69,5.21,52.1,57.8,293,N/A,N/A,N/A,N/A,N/A,N/A,N/A
OWARI,Riverside,1997-10-20,10.6,,1.03,10.28,10,5.4,0.94,769.2,76.92,4,2.5,35,2.5,BR. ORANGE,2,,484.6,63,5.06,50.6,54,293,N/A,N/A,N/A,N/A,N/A,N/A,N/A
OWARI,Riverside,2008-10-19,9.3,,1.26,7.37,10,5.25,0.94,729.4,72.94,4.1,1.5,26,2,10 MED OR,3,,331.1,45.39,4.92,49.2,52.5,293,N/A,N/A,N/A,N/A,N/A,N/A,N/A
OWARI,Riverside,2008-10-19,9.35,,1.12,8.31,10,5.65,0.84,790.9,79.09,4.3,2,38,2.8,10 MED OR,3,,339.4,42.91,4.77,47.7,56.5,293,N/A,N/A,N/A,N/A,N/A,N/A,N/A
OWARI,Lindcove,2008-10-20,10.3,,1.12,9.12,10,5.3,0.93,680.3,68.03,3.6,2,56,0,YELLOW,2,,626,92.02,4.94,49.4,53,294,N/A,N/A,N/A,N/A,N/A,N/A,N/A
OWARI,Lindcove,2008-10-20,10.7,,1.27,8.45,10,6.09,0.86,982.3,98.23,3.5,2,56,0,YELLOW,2,,625.2,63.65,5.23,52.3,60.9,294,N/A,N/A,N/A,N/A,N/A,N/A,N/A
OWARI,Riverside,2008-10-20,10.4,,0.98,10.62,10,5.46,0.99,753.4,75.34,3.5,2,39,4.8,ORANGE,3,,293.8,39,5.39,53.9,54.6,294,N/A,N/A,N/A,N/A,N/A,N/A,N/A
OWARI,Riverside,2008-10-20,10.2,,1.08,9.46,10,5.94,1.02,958.4,95.84,4,2,32,5.6,ORANGE,3,,414.4,43.24,6.04,60.4,59.4,294,N/A,N/A,N/A,N/A,N/A,N/A,N/A
OWARI,Riverside,2002-10-22,9.9,,1.42,6.99,10,4.47,0.91,434.4,43.44,4.5,2.5,21,1.1,ORANGE,3,,182.6,42.03,4.06,40.6,44.7,295,N/A,N/A,N/A,N/A,N/A,N/A,N/A
OWARI,Riverside,2002-10-22,10.4,,1.27,8.21,10,4.84,0.88,534,53.4,4.5,2.5,29,1.5,ORANGE,3,,243.5,45.6,4.27,42.7,48.4,295,N/A,N/A,N/A,N/A,N/A,N/A,N/A
OWARI,Riverside,2007-10-22,10.2,,0.92,11.09,10,5.64,0.92,841.6,84.16,4.5,1.5,30,3.9,BR. ORANGE,2,,401.9,47.75,5.2,52,56.4,295,N/A,N/A,N/A,N/A,N/A,N/A,N/A
OWARI,Riverside,2007-10-22,10.1,,0.9,11.3,10,5.46,0.92,772.5,77.25,4.5,2,34,7.1,BR. ORANGE,2,,366.7,47.47,5.05,50.5,54.6,295,N/A,N/A,N/A,N/A,N/A,N/A,N/A
OWARI,Riverside,2006-10-23,10.6,,1.17,9,10,6.02,0.84,917.8,91.78,4.5,3,34,1.9,BR. ORANGE,2,,409.7,44.64,5.03,50.3,60.2,296,N/A,N/A,N/A,N/A,N/A,N/A,N/A
OWARI,Riverside,2006-10-23,10.4,,1.32,7.99,10,5.85,0.84,906.5,90.65,4.5,3,29,2,BR. ORANGE,2,,435,47.99,4.94,49.4,58.5,296,N/A,N/A,N/A,N/A,N/A,N/A,N/A
OWARI,Riverside,2005-10-24,10.6,,1.05,10.19,10,5.32,0.84,659.7,65.97,4,2,26,4.7,BR. ORANGE,2,,297.6,45.11,4.47,44.7,53.2,297,N/A,N/A,N/A,N/A,N/A,N/A,N/A
OWARI,Riverside,2005-10-24,10.1,,1.18,8.55,10,5.47,0.85,719.3,71.93,4.5,3,29,3.3,BR. ORANGE,2,,335.9,46.7,4.67,46.7,54.7,297,N/A,N/A,N/A,N/A,N/A,N/A,N/A
OWARI,Irvine,2006-10-26,9.9,,1.63,6.09,10,6.65,0.81,1247.2,124.72,5,3,NA,0.1,BR. ORANGE,2,,699.1,56.05,5.41,54.1,66.5,299,N/A,N/A,N/A,N/A,N/A,N/A,N/A
OWARI,Irvine,2006-10-26,10.6,,1.58,6.69,10,5.69,0.78,773.9,77.39,5,2,30,1.8,BR. ORANGE,2,,422.8,54.63,4.46,44.58,56.9,299,N/A,N/A,N/A,N/A,N/A,N/A,N/A
OWARI,Riverside,2004-10-25,10,,1.22,8.23,10,5.8,0.89,859.1,85.91,5,2,37,5.5,BR. ORANGE,2,,375.6,43.72,5.15,51.5,58,299,N/A,N/A,N/A,N/A,N/A,N/A,N/A
OWARI,Riverside,2004-10-25,9.7,,1.32,7.39,10,5.68,0.9,805.6,80.56,5,2,31,5.3,BR. ORANGE,2,,349,43.32,5.09,50.9,56.8,299,N/A,N/A,N/A,N/A,N/A,N/A,N/A
OWARI,Irvine,2005-10-27,9.3,,1.04,8.93,10,5.8,0.71,757.6,75.76,6,2,31,0.4,ORANGE,3,,353.2,46.62,4.13,41.3,58,300,N/A,N/A,N/A,N/A,N/A,N/A,N/A
OWARI,Irvine,1999-10-28,8.2,,1,8.22,10,5.55,0.8,757,75.7,3.5,2,30,0.2,BR. ORANGE,2,,388.8,51.36,4.43,44.3,55.5,301,N/A,N/A,N/A,N/A,N/A,N/A,N/A
OWARI,Irvine,1999-10-28,7.7,,1.69,4.59,10,5.31,0.85,670.7,67.07,3.5,3,31,0,MED. ORANGE,3,,325.3,48.5,4.52,45.2,53.1,301,N/A,N/A,N/A,N/A,N/A,N/A,N/A
OWARI,Irvine,1999-10-28,9.2,,1.19,7.79,9,6.21,0.77,857,95.22,4,3.5,29,0,BR. ORANGE,2,,450.8,52.6,4.78,43,55.9,301,N/A,N/A,N/A,N/A,N/A,N/A,N/A
OWARI,Riverside,2001-10-28,10.6,,0.92,11.52,10,5.46,0.85,685,68.5,4.5,2.5,34,1.2,ORANGE,3,,278.9,40.72,4.63,46.3,54.6,301,N/A,N/A,N/A,N/A,N/A,N/A,N/A
OWARI,Riverside,2001-10-28,9.2,,1.06,8.69,10,5.64,0.87,817.1,81.71,4,2.5,30,0.6,ORANGE,3,,381.7,46.71,4.92,49.2,56.4,301,N/A,N/A,N/A,N/A,N/A,N/A,N/A
OWARI,Lindcove,2007-10-29,12.3,,1.07,11.54,10,6.05,0.94,995.2,99.52,5.5,3,38,2,BR. ORANGE,2,,461.2,46.34,5.7,57,60.5,302,N/A,N/A,N/A,N/A,N/A,N/A,N/A
OWARI,Lindcove,2007-10-29,11.6,,1.15,10.13,10,6.45,0.88,1156.5,115.65,6,3,34,1.3,BR. ORANGE,2,,522.3,45.16,5.66,56.6,64.5,302,N/A,N/A,N/A,N/A,N/A,N/A,N/A
OWARI,Lindcove,1999-11-01,9.8,,1.21,8.14,10,6.24,0.9,1101,110.1,3.5,4.5,42,0,BR. ORANGE,2,,524.1,47.6,5.62,56.2,62.4,305,N/A,N/A,N/A,N/A,N/A,N/A,N/A
OWARI,Lindcove,1999-11-01,9.3,,1.14,8.18,10,6.12,0.87,1028.3,102.83,4,3.5,35,0.3,BR. ORANGE,2,,462.5,44.98,5.34,53.4,61.2,305,N/A,N/A,N/A,N/A,N/A,N/A,N/A
OWARI,Riverside,2000-10-31,10.6,,0.93,11.44,10,5.8,0.89,855.4,85.54,4.5,2.5,30,6.1,DARK ORANGE,0,,363.2,42.46,5.17,51.7,58,305,N/A,N/A,N/A,N/A,N/A,N/A,N/A
OWARI,Riverside,2000-10-31,11.1,,1.11,9.99,10,5.92,0.89,878.8,87.88,4,2.5,31,5.4,DARK ORANGE,0,,403.6,45.93,5.26,52.6,59.2,305,N/A,N/A,N/A,N/A,N/A,N/A,N/A
OWARI,Lindcove,1998-11-02,9.3,,1.29,7.2,10,6.41,0.83,1125,112.5,4.2,3.5,38,0.5,BR. ORANGE,2,,555.2,49.35,5.34,53.4,64.1,306,N/A,N/A,N/A,N/A,N/A,N/A,N/A
OWARI,Lindcove,1998-11-02,9.4,,1.29,7.25,10,6.33,0.85,1105.1,110.51,4.2,3.8,40.5,0.3,BR. ORANGE,2,,500.3,45.27,5.4,54,63.3,306,N/A,N/A,N/A,N/A,N/A,N/A,N/A
OWARI,Irvine,2000-11-02,9.2,,0.9,10.15,10,5.95,0.85,917.7,91.77,5,1.5,27,4,BR. ORANGE,2,,487.8,53.15,5.07,50.7,59.5,307,N/A,N/A,N/A,N/A,N/A,N/A,N/A
OWARI,Irvine,2000-11-02,9.3,,1.09,8.48,10,5.67,0.85,792.8,79.28,4.5,2,34,3.4,BR. ORANGE,2,,360.3,45.45,4.8,48,56.7,307,N/A,N/A,N/A,N/A,N/A,N/A,N/A
OWARI,Irvine,2000-11-02,9.5,,1.14,8.29,10,5.13,0.81,587.6,58.76,4.5,1.5,29,3.5,BR. ORANGE,2,,291.3,49.57,4.13,41.3,51.3,307,N/A,N/A,N/A,N/A,N/A,N/A,N/A
OWARI,Riverside,1997-11-03,9,,0.87,10.35,10,6.51,0.91,1252.2,125.22,4,3,35,0.8,BR. ORANGE,2,,654.7,52.28,5.93,59.3,65.1,307,N/A,N/A,N/A,N/A,N/A,N/A,N/A
OWARI,Riverside,1997-11-03,10.8,,0.91,11.89,10,5.83,0.88,875.2,87.52,5.25,2.5,36,4,BR. ORANGE,2,,410.9,46.95,5.14,51.4,58.3,307,N/A,N/A,N/A,N/A,N/A,N/A,N/A
OWARI,Irvine,1997-11-04,9.3,,0.79,11.79,10,6.89,0.82,1304.8,130.48,4.5,3,44,0,BR. ORANGE,2,,629.6,48.25,5.64,56.4,68.9,308,N/A,N/A,N/A,N/A,N/A,N/A,N/A
OWARI,Irvine,1997-11-04,9.1,,0.66,13.66,10,6.96,0.83,1470.9,147.09,5,2.5,39,0.1,BR. ORANGE,2,,674.2,45.84,5.75,57.5,69.6,308,N/A,N/A,N/A,N/A,N/A,N/A,N/A
OWARI,Irvine,1997-11-04,7.8,,0.55,14.17,10,7.71,0.84,1808.8,180.88,4,2,45,0.4,BR. ORANGE,2,,864.1,47.77,6.51,65.1,77.1,308,N/A,N/A,N/A,N/A,N/A,N/A,N/A
OWARI,Irvine,1998-11-06,9.8,,1.01,9.78,10,6.16,0.73,916.9,91.69,5,2.5,32,0.7,MED.-BR. OR.,2,,455,49.62,4.52,45.2,61.6,310,N/A,N/A,N/A,N/A,N/A,N/A,N/A
OWARI,Irvine,1998-11-06,9.3,,1.36,6.83,10,5.48,0.75,684.8,68.48,4.7,2,29,2.3,BR. ORANGE,2,,333.8,48.74,4.09,40.9,54.8,310,N/A,N/A,N/A,N/A,N/A,N/A,N/A
OWARI,Lindcove,1997-11-06,9.1,,0.93,9.77,10,6.92,0.89,1458.7,145.87,4.3,4.3,48,0.6,BR. ORANGE,2,,640.3,43.9,6.17,61.7,69.2,310,N/A,N/A,N/A,N/A,N/A,N/A,N/A
OWARI,Lindcove,1997-11-06,8.7,,0.89,9.82,10,6.87,0.91,1425,142.5,5,2.6,48.5,0.9,MED. ORANGE,3,,573.9,40.27,6.25,62.5,68.7,310,N/A,N/A,N/A,N/A,N/A,N/A,N/A
OWARI,Riverside,1998-11-06,10.3,,0.84,12.23,10,5.28,0.75,595.8,59.58,4.9,4,29,2.1,MED.-BR. OR.,2,,281.4,47.23,3.96,39.6,52.8,310,N/A,N/A,N/A,N/A,N/A,N/A,N/A
OWARI,Riverside,1998-11-06,9.8,,1.23,7.91,10,5.46,0.86,746.4,74.64,4,3,24,0.8,MED.-BR. OR.,2,,364.7,48.86,4.68,46.8,54.6,310,N/A,N/A,N/A,N/A,N/A,N/A,N/A
OWARI,Riverside,1995-11-07,13.7,,1.17,11.75,10,6.17,0.79,991.1,99.11,5.4,3,21,1.2,BR. ORANGE,2,,510.6,51.52,4.9,49,61.7,311,N/A,N/A,N/A,N/A,N/A,N/A,N/A
OWARI,Riverside,1995-11-07,12.5,,0.89,14.02,10,5.17,0.8,562.8,56.28,5.2,4,24,2.7,BR. ORANGE,2,,260.3,46.25,4.13,41.3,51.7,311,N/A,N/A,N/A,N/A,N/A,N/A,N/A
OWARI,Riverside,1996-11-06,11.2,,0.89,12.57,10,5.77,0.85,828.1,82.81,5.6,3.5,37,9.6,ORANGE,3,,366.6,44.27,4.91,49.1,57.7,311,N/A,N/A,N/A,N/A,N/A,N/A,N/A
OWARI,Riverside,1996-11-06,10.2,,1,10.24,10,6.55,0.85,1266.9,126.69,4.3,3.5,36,1.6,ORANGE,3,,662.1,52.26,5.59,55.9,65.5,311,N/A,N/A,N/A,N/A,N/A,N/A,N/A
OWARI,Riverside,2009-11-09,9.65,,1,9.69,10,5.7,0.86,786.7,78.67,4.8,3,31,1.8,10 MED OR,3,,373.4,47.46,4.91,49.1,57,313,N/A,N/A,N/A,N/A,N/A,N/A,N/A
OWARI,Riverside,2009-11-09,9.9,,1.12,8.84,10,5.64,0.85,725.4,72.54,5.1,3,42,2.7,10 MED OR,3,,306.5,42.25,4.8,48,56.4,313,N/A,N/A,N/A,N/A,N/A,N/A,N/A
OWARI,Lindcove,1995-11-10,9.5,,0.78,12.23,10,7.06,0.81,1462.3,146.23,8,3,43,0.8,BR. ORANGE,2,,677.2,46.31,5.71,57.1,70.6,314,N/A,N/A,N/A,N/A,N/A,N/A,N/A
OWARI,Lindcove,1995-11-10,13.4,,1.01,13.22,10,6.35,0.76,997.11,99.71,11,3,36,0.1,BR. ORANGE,2,,477.7,47.91,4.85,48.5,63.5,314,N/A,N/A,N/A,N/A,N/A,N/A,N/A
OWARI,Lindcove,1995-11-10,13.6,,1.11,12.23,10,6.27,0.79,990,99,11,3,35,0,BR. ORANGE,2,,487.2,49.21,4.93,49.3,62.7,314,N/A,N/A,N/A,N/A,N/A,N/A,N/A
OWARI,Lindcove,2008-11-10,13.7,,1.32,10.38,10,5.94,0.89,918.2,91.82,5.3,3.5,38,0.1,BR. ORANGE,2,,415.4,45.24,5.26,52.6,59.4,315,N/A,N/A,N/A,N/A,N/A,N/A,N/A
OWARI,Lindcove,2008-11-10,13,,1.25,10.42,10,6.61,0.85,1226.5,122.65,5.3,2.5,42,0.1,BR. ORANGE,2,,523.7,42.7,5.61,56.1,66.1,315,N/A,N/A,N/A,N/A,N/A,N/A,N/A
OWARI,Lindcove,2009-11-11,9.25,,0.9,10.39,10,6.48,0.94,1163.4,116.34,6.7,6,46,0.4,10 MED OR,3,,520.2,44.71,6.1,61,64.8,315,N/A,N/A,N/A,N/A,N/A,N/A,N/A
OWARI,Lindcove,2009-11-11,10.3,,1.05,9.79,10,6.44,0.93,1126.5,112.65,6,4.5,48,0.2,10 MED OR,3,,502.7,44.62,6.02,60.2,64.4,315,N/A,N/A,N/A,N/A,N/A,N/A,N/A
OWARI,Riverside,2008-11-10,8.7,,0.73,11.92,10,6.32,0.92,1039.4,103.94,5.6,3,46,8.3,BR. ORANGE,2,,367.5,35.36,5.83,58.3,63.2,315,N/A,N/A,N/A,N/A,N/A,N/A,N/A
OWARI,Riverside,2008-11-10,10.3,,1.06,9.72,10,6.82,0.95,1369.4,136.94,5.2,2.5,43,5.2,BR. ORANGE,2,,541.4,39.54,6.47,64.7,68.2,315,N/A,N/A,N/A,N/A,N/A,N/A,N/A
OWARI,Irvine,2006-11-13,9.2,,0.91,10.13,10,5.74,0.93,1272.8,127.28,6,2.5,33,1,BR. ORANGE,2,,679.3,53.37,5.35,53.5,57.4,317,N/A,N/A,N/A,N/A,N/A,N/A,N/A
OWARI,Irvine,2006-11-13,9.3,,1.06,8.75,10,5.72,0.75,728.6,72.86,6,2,28,1.8,BR. ORANGE,2,,380.2,52.18,4.31,43.1,57.2,317,N/A,N/A,N/A,N/A,N/A,N/A,N/A
OWARI,Riverside,2006-11-13,8.3,,0.7,11.75,10,6.08,0.8,881.7,88.17,6,3.5,32,3.7,BR. ORANGE,2,,406.9,46.15,4.89,48.9,60.8,317,N/A,N/A,N/A,N/A,N/A,N/A,N/A
OWARI,Riverside,2006-11-13,9.2,,0.9,10.22,10,6.71,0.86,1185.2,118.52,5,4,38,2.4,BR. ORANGE,2,,495,41.77,5.74,57.4,67.1,317,N/A,N/A,N/A,N/A,N/A,N/A,N/A
OWARI,Riverside,2007-11-13,10.4,,1.04,10.04,10,5.91,0.93,930.8,93.08,5,2.5,23,2.9,BR. ORANGE,2,,411.6,44.22,5.52,55.2,59.1,317,N/A,N/A,N/A,N/A,N/A,N/A,N/A
OWARI,Riverside,2007-11-13,10.4,,0.91,11.44,10,5.8,0.95,873.9,87.39,5,2.5,37,6.3,BR. ORANGE,2,,356,40.74,5.49,54.9,58,317,N/A,N/A,N/A,N/A,N/A,N/A,N/A
OWARI,Irvine,1996-11-13,9,,0.71,12.68,10,6.81,0.79,1272.96,127.3,5,4,44,1.7,BR. ORANGE,2,,576.2,45.26,5.39,53.9,68.1,318,N/A,N/A,N/A,N/A,N/A,N/A,N/A
OWARI,Riverside,2005-11-14,11.5,,0.58,15.76,10,5.9,0.83,833.2,83.32,6,3,32,4.1,BR. ORANGE,2,,368.8,44.26,4.88,48.8,59,318,N/A,N/A,N/A,N/A,N/A,N/A,N/A
OWARI,Riverside,2005-11-14,12.3,,0.73,13.46,10,5.74,0.84,795.3,79.53,6.5,3.5,36,4.6,BR. ORANGE,2,,339,42.63,4.84,48.4,57.4,318,N/A,N/A,N/A,N/A,N/A,N/A,N/A
OWARI,Irvine,2005-11-15,8.9,,0.94,9.57,10,6.37,0.68,926.4,92.64,6,3,34,0,BR. ORANGE,2,,421.5,45.5,4.32,43.2,63.7,319,N/A,N/A,N/A,N/A,N/A,N/A,N/A
OWARI,Lindcove,2007-11-15,12.7,,1.06,11.99,10,6.23,0.92,1029.1,102.91,7,3.5,40,1.3,BR. ORANGE,2,,436.8,42.44,5.74,57.4,62.3,319,N/A,N/A,N/A,N/A,N/A,N/A,N/A
OWARI,Lindcove,2007-11-15,12.3,,1.01,12.24,10,6.74,0.9,1272.5,127.25,7,3.5,45,0,BR. ORANGE,2,,501,39.37,6.07,60.7,67.4,319,N/A,N/A,N/A,N/A,N/A,N/A,N/A
OWARI,Lindcove,2006-11-16,15.5,,1.73,9.01,10,6.15,0.83,949.1,94.91,8,3.5,38,0,BR. ORANGE,2,,200.8,21.16,5.09,50.9,61.5,320,N/A,N/A,N/A,N/A,N/A,N/A,N/A
OWARI,Lindcove,2006-11-16,14.7,,1.38,10.65,10,6.02,0.84,857.1,85.71,8,4,41,0,BR. ORANGE,2,,168.3,19.64,5.05,50.5,60.2,320,N/A,N/A,N/A,N/A,N/A,N/A,N/A
OWARI,Riverside,2001-11-16,12.1,,0.91,13.24,10,5.31,0.86,657.1,65.71,7,3,28,2.2,BR. ORANGE,2,,298.4,45.41,4.59,45.9,53.1,320,N/A,N/A,N/A,N/A,N/A,N/A,N/A
OWARI,Riverside,2001-11-16,10.9,,0.89,12.2,10,5.81,0.87,888.8,88.88,5,3,26,0.9,BR. ORANGE,2,,407.3,45.83,5.06,50.6,58.1,320,N/A,N/A,N/A,N/A,N/A,N/A,N/A
OWARI,Riverside,2004-11-15,11.3,,0.86,13.21,10,6.25,0.88,1000.3,100.03,10.5,3,38,6.4,BR. ORANGE,2,,372.4,37.23,5.48,54.8,62.5,320,N/A,N/A,N/A,N/A,N/A,N/A,N/A
OWARI,Riverside,2004-11-15,10.5,,1,10.51,10,6.08,0.91,965.6,96.56,10,2,39,4.4,BR. ORANGE,2,,390,40.39,5.53,55.3,60.8,320,N/A,N/A,N/A,N/A,N/A,N/A,N/A
OWARI,Irvine,2004-11-17,8.9,,0.68,12.97,10,6.71,0.78,1179.5,117.95,11,3,37,0.3,BR. ORANGE,2,,525.2,44.53,5.24,52.4,67.1,322,N/A,N/A,N/A,N/A,N/A,N/A,N/A
OWARI,Irvine,2004-11-17,9,,1.01,8.91,10,5.84,0.73,752.8,75.28,10.5,3,41,4.4,BR. ORANGE,2,,316.2,42,4.29,42.9,58.4,322,N/A,N/A,N/A,N/A,N/A,N/A,N/A
OWARI,Lindcove,2005-11-18,14.6,,1.58,9.25,10,5.93,0.81,875.8,87.58,11,3,33,1.8,DARK ORANGE,0,,366.1,41.8,4.82,48.2,59.3,322,N/A,N/A,N/A,N/A,N/A,N/A,N/A
OWARI,Lindcove,2005-11-18,14.1,,1.46,9.72,10,5.72,0.83,786.1,78.61,11,3.5,31,1,DARK ORANGE,0,,330.2,42,4.73,47.3,57.2,322,N/A,N/A,N/A,N/A,N/A,N/A,N/A
OWARI,Riverside,2002-11-19,11.8,,1.02,11.55,10,4.87,0.88,563.7,56.37,9,2,22,1.4,BR. ORANGE,2,,271.9,48.23,4.28,42.8,48.7,323,N/A,N/A,N/A,N/A,N/A,N/A,N/A
OWARI,Riverside,2002-11-19,12.5,,0.95,13.12,10,5.07,0.87,598.6,59.86,8,2,24,1.6,BR. ORANGE,2,,306,51.12,4.39,43.9,50.7,323,N/A,N/A,N/A,N/A,N/A,N/A,N/A
OWARI,Irvine,2000-11-20,10.2,,0.78,13.13,10,6.15,0.81,946.3,94.63,11,2,23,4.7,BR. ORANGE,2,,469.2,49.58,5,50,61.5,325,N/A,N/A,N/A,N/A,N/A,N/A,N/A
OWARI,Irvine,2000-11-20,9.9,,0.92,10.71,10,5.76,0.84,825.7,82.57,6.5,3,30,5.1,BR. ORANGE,2,,395.5,47.9,4.83,48.3,57.6,325,N/A,N/A,N/A,N/A,N/A,N/A,N/A
